"We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based. ",,,,,,,,,,
,,,,,,,,,,
All Submitters of data may be contacted directly via www.gisaid.org ,,,,,,,,,,
,strain,virus,gisaid_epi_isl,genbank_accession,originating_lab,submitting_lab,authors,url,title,paper_url
123057,USA/MI-QDX-409/2020,ncov,EPI_ISL_571148,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123062,USA/MI-QDX-458/2020,ncov,EPI_ISL_571193,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123121,USA/MI-QDX-559/2020,ncov,EPI_ISL_571315,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123197,USA/MI-QDX-712/2020,ncov,EPI_ISL_571445,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123217,USA/MI-QDX-732/2020,ncov,EPI_ISL_571465,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123223,USA/MI-QDX-738/2020,ncov,EPI_ISL_571471,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123227,USA/MI-QDX-755/2020,ncov,EPI_ISL_571534,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123258,USA/MI-QDX-904/2020,ncov,EPI_ISL_571625,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123277,USA/MI-UM-10033759721/2020,ncov,EPI_ISL_578090,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123284,USA/MI-UM-10033769080/2020,ncov,EPI_ISL_578102,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123296,USA/MI-UM-10033792025/2020,ncov,EPI_ISL_578114,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123300,USA/MI-UM-10033792777/2020,ncov,EPI_ISL_578117,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123305,USA/MI-UM-10033797804/2020,ncov,EPI_ISL_578121,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123309,USA/MI-UM-10033808445/2020,ncov,EPI_ISL_578124,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123317,USA/MI-UM-10033818339/2020,ncov,EPI_ISL_578094,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123322,USA/MI-UM-10033829306/2020,ncov,EPI_ISL_578135,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123338,USA/MI-UM-10033871586/2020,ncov,EPI_ISL_578145,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123340,USA/MI-UM-10033872219/2020,ncov,EPI_ISL_578147,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123341,USA/MI-UM-10033872707/2020,ncov,EPI_ISL_578148,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123344,USA/MI-UM-10033882288/2020,ncov,EPI_ISL_578151,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123352,USA/MI-UM-10033928982/2020,ncov,EPI_ISL_578159,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123356,USA/MI-UM-10033991503/2020,ncov,EPI_ISL_578185,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123363,USA/MI-UM-10034110078/2020,ncov,EPI_ISL_578170,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123382,USA/MI-UM-10035681090/2020,ncov,EPI_ISL_583287,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123384,USA/MI-UM-10035683340/2020,ncov,EPI_ISL_583259,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123404,USA/MI-UM-10035711854/2020,ncov,EPI_ISL_583305,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123431,USA/MI-UM-10035755495/2020,ncov,EPI_ISL_583292,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123465,USA/MI-UM-10035886189/2020,ncov,EPI_ISL_583331,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123479,USA/MI-UM-10035923574/2020,ncov,EPI_ISL_583398,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123561,USA/MI-UM-10036133006/2020,ncov,EPI_ISL_590709,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al,https://www.gisaid.org,?,?
123600,USA/MI-UM-2006S000856/2020,ncov,EPI_ISL_484713,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al. et al,https://www.gisaid.org,?,?
123613,USA/MI-UM-2006S000874/2020,ncov,EPI_ISL_484726,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al. et al,https://www.gisaid.org,?,?
123647,USA/MI-UM-2006S000930/2020,ncov,EPI_ISL_484759,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al. et al,https://www.gisaid.org,?,?
123687,USA/MI-UM-2006S001040/2020,ncov,EPI_ISL_484796,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al. et al,https://www.gisaid.org,?,?
123707,USA/MI-UM-2006S001092/2020,ncov,EPI_ISL_495576,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al. et al,https://www.gisaid.org,?,?
123712,USA/MI-UM-2006S001102/2020,ncov,EPI_ISL_495581,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al. et al,https://www.gisaid.org,?,?
123719,USA/MI-UM-2006S001116/2020,ncov,EPI_ISL_495587,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al. et al,https://www.gisaid.org,?,?
123720,USA/MI-UM-2006S001117/2020,ncov,EPI_ISL_495588,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al. et al,https://www.gisaid.org,?,?
123722,USA/MI-UM-2006S001119/2020,ncov,EPI_ISL_495590,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al. et al,https://www.gisaid.org,?,?
123724,USA/MI-UM-2006S001130/2020,ncov,EPI_ISL_495591,?,University of Michigan Clinical Microbiology Laboratory,"Lauring Lab, University of Michigan, Department of Microbiology and Immunology",Valesano et al. et al,https://www.gisaid.org,?,?
123743,USA/MN-CDC-6195/2020,ncov,EPI_ISL_527670,MT967923.1,"MN PHL Division, Minnesota Department of Health","Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
123763,USA/MN-CDC-6274/2020,ncov,EPI_ISL_527690,MT967943.1,"MN PHL Division, Minnesota Department of Health","Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
123765,USA/MN-CDC-6281/2020,ncov,EPI_ISL_527692,MT967899.1,"MN PHL Division, Minnesota Department of Health","Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Krista Queen et al,https://www.gisaid.org,?,?
123768,USA/MN-CDC-6295/2020,ncov,EPI_ISL_527695,MT967947.1,"MN PHL Division, Minnesota Department of Health","Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
123798,USA/MN-CDC-6542/2020,ncov,EPI_ISL_527725,MT967976.1,"MN PHL Division, Minnesota Department of Health","Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
123809,USA/MN-CDC-6597/2020,ncov,EPI_ISL_527736,MT967984.1,"MN PHL Division, Minnesota Department of Health","Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
124097,USA/MN-MDH-1250/2020,ncov,EPI_ISL_482971,?,Mayo Clinic & Mayo Clinic Laboratories,"Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124098,USA/MN-MDH-1251/2020,ncov,EPI_ISL_482972,?,Mayo Clinic & Mayo Clinic Laboratories,"Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124131,USA/MN-MDH-1283/2020,ncov,EPI_ISL_483004,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124135,USA/MN-MDH-1287/2020,ncov,EPI_ISL_483008,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124174,USA/MN-MDH-1326/2020,ncov,EPI_ISL_495625,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124240,USA/MN-MDH-1390/2020,ncov,EPI_ISL_507977,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124250,USA/MN-MDH-140/2020,ncov,EPI_ISL_427279,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124269,USA/MN-MDH-1417/2020,ncov,EPI_ISL_514636,MT892983.1,Mayo Clinic & Mayo Clinic Laboratories,"Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124286,USA/MN-MDH-1432/2020,ncov,EPI_ISL_514651,MT892998.1,Allina Health Laboratory,"Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124324,USA/MN-MDH-1467/2020,ncov,EPI_ISL_518861,MT920000.1,Mayo Clinic & Mayo Clinic Laboratories,"Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124328,USA/MN-MDH-1470/2020,ncov,EPI_ISL_518864,MT920003.1,Mayo Clinic & Mayo Clinic Laboratories,"Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124369,USA/MN-MDH-1508/2020,ncov,EPI_ISL_527573,MT958205.1,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124431,USA/MN-MDH-1568/2020,ncov,EPI_ISL_530164,MT997686.1,M Health Fairview,"Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124432,USA/MN-MDH-1569/2020,ncov,EPI_ISL_530165,MT997687.1,M Health Fairview,"Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124448,USA/MN-MDH-1585/2020,ncov,EPI_ISL_530181,MT997703.1,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124463,USA/MN-MDH-1600/2020,ncov,EPI_ISL_530196,MT997718.1,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124480,USA/MN-MDH-1617/2020,ncov,EPI_ISL_530213,MT997735.1,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124488,USA/MN-MDH-1624/2020,ncov,EPI_ISL_530220,MT997742.1,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124511,USA/MN-MDH-1645/2020,ncov,EPI_ISL_539839,MW020076.1,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124513,USA/MN-MDH-1647/2020,ncov,EPI_ISL_539841,MW020078.1,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124578,USA/MN-MDH-1712/2020,ncov,EPI_ISL_560799,?,M Health Fairview,"Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124580,USA/MN-MDH-1714/2020,ncov,EPI_ISL_560801,?,M Health Fairview,"Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124599,USA/MN-MDH-1733/2020,ncov,EPI_ISL_576242,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124644,USA/MN-MDH-1780/2020,ncov,EPI_ISL_590782,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124658,USA/MN-MDH-1794/2020,ncov,EPI_ISL_590796,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124681,USA/MN-MDH-1817/2020,ncov,EPI_ISL_590819,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124709,USA/MN-MDH-305/2020,ncov,EPI_ISL_450770,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124735,USA/MN-MDH-513/2020,ncov,EPI_ISL_437378,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124750,USA/MN-MDH-79/2020,ncov,EPI_ISL_460066,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124761,USA/MN-MDH-97/2020,ncov,EPI_ISL_460077,?,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al,https://www.gisaid.org,?,?
124765,USA/MN-QDX-1002/2020,ncov,EPI_ISL_571729,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
124789,USA/MN-QDX-1316/2020,ncov,EPI_ISL_572105,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
124886,USA/MN-QDX-971/2020,ncov,EPI_ISL_571770,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
125030,USA/MS-QDX-1071/2020,ncov,EPI_ISL_571898,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
125032,USA/MS-QDX-247/2020,ncov,EPI_ISL_498730,MT806791.1,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
125033,USA/MS-USAFSAM-S021/2020,ncov,EPI_ISL_512795,MT873888.1,"Public Health, United States Air Force School of Aerospace Medicine","Public Health, United States Air Force School of Aerospace Medicine",Fries et al,https://www.gisaid.org,?,?
125035,USA/MS-USAFSAM-S023/2020,ncov,EPI_ISL_512797,MT873890.1,"Public Health, United States Air Force School of Aerospace Medicine","Public Health, United States Air Force School of Aerospace Medicine",Fries et al,https://www.gisaid.org,?,?
125036,USA/MS-USAFSAM-S025/2020,ncov,EPI_ISL_512798,MT873891.1,"Public Health, United States Air Force School of Aerospace Medicine","Public Health, United States Air Force School of Aerospace Medicine",Fries et al,https://www.gisaid.org,?,?
125037,USA/MS-UW-MAYO11/2020,ncov,EPI_ISL_501081,?,Mayo Clinic Laboratories,University of Washington Virology Lab,Pavitra Roychoudhury et al,https://www.gisaid.org,?,?
